if,1
made,1
by,1
plunging,1
alligators,1
or,1
turtles,1
on,1
the,1
approach,1
of,1
an,1
enemy,1
she,1
was,1
accordingly,1
slow,1
to,1
leave,1
the,1
spot,1
where,1
her,1
child,1
was,1
playing,1
a,1
girl,1
of,1
three,1
years,1
the,1
sister,1
of,1
sosee,1
gaining,1
confidence,1
however,1
with,1
the,1
restored,1
silence,1
of,1
the,1
swamp,1
she,1
took,1
a,1
club,1
with,1
which,1
she,1
usually,1
warded,1
off,1
reptiles,1
when,1
hunting,1
berries,1
or,1
killed,1
them,1
when,1
requiring,1
them,1
for,1
food,1
and,1
armed,1
in,1
this,1
way,1
she,1
waded,1
into,1
the,1
swamp,1
still,1
keeping,1
however,1
in,1
sight,1
of,1
her,1
child,1
as,1
the,1
berries,1
were,1
plentiful,1
she,1
had,1
soon,1
eaten,1
all,1
she,1
wanted,1
making,1
thereof,1
her,1
morning,1
meal,1
when,1
she,1
was,1
attracted,1
by,1
some,1
luscious,1
ones,1
farther,1
in,1
the,1
swamp,1
which,1
she,1
hurried,1
to,1
get,1
for,1
the,1
child,1
having,1
filled,1
her,1
hands,1
she,1
was,1
next,1
startled,1
by,1
a,1
huge,1
snake,1
of,1
the,1
boa,1
species,1
which,1
swung,1
suddenly,1
down,1
from,1
a,1
tree,1
like,1
a,1
great,1
vine,1
and,1
sought,1
to,1
fasten,1
its,1
coils,1
around,1
her,1
illustration,1
sosee,1
s,1
mother,1
encounters,1
the,1
snake,1
dropping,1
the,1
berries,1
and,1
uttering,1
a,1
wild,1
scream,1
she,1
seized,1
the,1
serpent,1
and,1
sinking,1
her,1
nails,1
and,1
teeth,1
in,1
its,1
flesh,1
began,1
a,1
fatal,1
struggle,1
with,1
it,1
the,1
snake,1
which,1
had,1
fastened,1
one,1
coil,1
about,1
her,1
leg,1
swung,1
round,1
violently,1
with,1
the,1
intention,1
of,1
encircling,1
her,1
waist,1
her,1
screams,1
startled,1
the,1
child,1
which,1
began,1
crying,1
and,1
the,1
two,1
noises,1
attracted,1
the,1
attention,1
of,1
koree,1
the,1
lover,1
of,1
sosee,1
who,1
was,1
sporting,1
in,1
a,1
puddle,1
near,1
by,1
koree,1
started,1
to,1
the,1
rescue,1
of,1
the,1
woman,1
but,1
in,1
the,1
tangled,1
underbrush,1
could,1
not,1
find,1
her,1
but,1
instead,1
he,1
ran,1
against,1
a,1
gigantic,1
ape,1
which,1
had,1
also,1
been,1
startled,1
by,1
the,1
cries,1
and,1
in,1
his,1
fright,1
was,1
running,1
about,1
in,1
confusion,1
this,1
ape,1
gave,1
koree,1
a,1
powerful,1
blow,1
with,1
his,1
fist,1
and,1
then,1
ran,1
out,1
of,1
the,1
swamp,1
to,1
where,1
the,1
child,1
was,1
playing,1
seizing,1
the,1
child,1
he,1
next,1
ran,1
with,1
it,1
into,1
the,1
bushes,1
and,1
was,1
out,1
of,1
sight,1
too,1
weak,1
or,1
too,1
frightened,1
to,1
follow,1
koree,1
now,1
hurried,1
back,1
to,1
give,1
the,1
alarm,1
when,1
he,1
encountered,1
sosee,1
on,1
the,1
tree,1
as,1
we,1
have,1
related,1
sosee,1
s,1
screams,1
and,1
calls,1
to,1
koree,1
to,1
rescue,1
the,1
child,1
roused,1
some,1
men,1
near,1
by,1
who,1
now,1
all,1
rushed,1
for,1
the,1
swamp,1
as,1
they,1
approached,1
they,1
saw,1
the,1
mother,1
of,1
the,1
child,1
emerging,1
from,1
the,1
bushes,1
carrying,1
the,1
huge,1
snake,1
in,1
triumph,1
about,1
her,1
neck,1
part,1
of,1
which,1
was,1
hanging,1
down,1
in,1
long,1
folds,1
pending,1
from,1
her,1
arms,1
never,1
was,1
a,1
woman,1
prouder,1
over,1
a,1
necklace,1
of,1
diamonds,1
or,1
pearls,1
her,1
bloody,1
face,1
and,1
arms,1
added,1
to,1
the,1
terror,1
inspired,1
by,1
her,1
amazonian,1
air,1
as,1
with,1
a,1
proud,1
step,1
she,1
advanced,1
to,1
the,1
men,1
and,1
threw,1
down,1
her,1
trophy,1
disburdened,1
of,1
her,1
load,1
and,1
sinking,1
from,1
the,1
stimulant,1
of,1
battle,1
she,1
now,1
became,1
faint,1
through,1
loss,1
of,1
blood,1
and,1
was,1
about,1
to,1
drop,1
to,1
the,1
ground,1
for,1
in,1
the,1
struggle,1
with,1
the,1
serpent,1
she,1
had,1
been,1
severely,1
bitten,1
and,1
wrenched,1
so,1
that,1
her,1
own,1
blood,1
was,1
mingled,1
with,1
that,1
of,1
the,1
reptile,1
on,1
her,1
body,1
as,1
she,1
was,1
about,1
to,1
faint,1
away,1
however,1
she,1
observed,1
that,1
her,1
child,1
was,1
gone,1
when,1
all,1
the,1
excitement,1
returned,1
which,1
had,1
attended,1
her,1
in,1
battle,1
and,1
on,1
hearing,1
of,1
its,1
capture,1
she,1
sent,1
up,1
a,1
